gender,location_type,program_enrolled,financial_aid_status,part_time_work,career_alignment,family_support,stress_levels,internet_connectivity_issues,parents_education,ragging_experience,age,family_income,distance_to_institute,tenth_marks,attendance_rate,test_scores_avg,practical_skills_rating,backlogs,teaching_quality_rating,motivation_score,num_siblings,dropout
Male,Urban,Electrical,Partial,No,Low,Medium,High,No Issues,Mixed,No,16,36114.0,1.6,79.1,31.7,53.0,71.7,4,7,3,2,Yes
Male,Semi-urban,Mechanical,Partial,No,Low,Medium,High,Occasional Issues,Both College,No,20,4420.0,9.1,75.3,21.6,65.7,97.8,0,6,3,4,No
Female,Urban,ECE,No,Yes,Medium,High,Low,No Issues,Both College,No,21,46565.0,2.0,70.5,70.0,52.6,70.1,2,4,8,2,No
Female,Semi-urban,Welding,Partial,Yes,Medium,Low,High,Frequent Issues,Both School,No,24,11075.0,1.3,80.1,72.6,63.3,76.5,0,3,7,2,No
Male,Rural,Mechanical,Full,No,Low,Medium,Low,Occasional Issues,Both School,No,20,3420.0,20.88,93.5,75.3,35.0,55.2,0,6,3,1,No
Male,Rural,Computer IT,Full,No,Medium,Low,Low,No Issues,No,No,21,18230.0,19.23,76.6,77.5,90.6,93.1,1,7,4,2,No
Male,Rural,ECE,Partial,Yes,High,Medium,Medium,No Issues,Both School,No,26,14788.0,22.82,70.7,49.7,61.5,79.0,1,9,9,2,No
Male,Semi-urban,ECE,Full,Yes,Medium,Medium,Medium,No Issues,No,No,18,12306.0,25.2,78.7,53.0,54.1,67.2,0,7,7,1,No
Male,Urban,Welding,Partial,No,Medium,Low,High,Occasional Issues,Both College,No,21,25161.0,4.7,59.9,61.8,55.0,58.9,0,5,5,4,No
Male,Semi-urban,ECE,Partial,No,High,High,Medium,Occasional Issues,Mixed,No,17,13753.0,5.4,73.8,68.0,66.3,75.4,2,6,6,1,No
Female,Rural,Computer IT,Partial,No,Medium,Low,High,Occasional Issues,Mixed,No,17,6338.0,13.34,65.7,48.9,64.3,86.1,2,10,4,1,Yes
Male,Urban,Electrical,Partial,Yes,High,Medium,Low,Occasional Issues,No,No,20,33496.0,6.8,77.4,67.1,92.0,100.0,0,7,3,4,No
Male,Urban,Computer IT,No,Yes,Medium,Medium,High,Frequent Issues,Mixed,No,20,28015.0,4.6,86.8,34.1,72.2,99.0,2,8,5,3,Yes
Female,Semi-urban,ECE,Partial,No,Medium,Low,High,No Issues,Both School,No,16,7089.0,1.3,81.5,44.5,62.2,83.4,4,10,3,1,Yes
Female,Urban,ECE,No,No,Medium,Medium,Medium,No Issues,Both College,No,21,5795.0,15.4,83.2,57.6,82.3,100.0,2,7,6,4,No
Male,Semi-urban,Computer IT,Partial,Yes,Medium,High,High,No Issues,No,Yes,22,3735.0,5.9,81.8,23.1,48.3,77.7,1,10,6,4,Yes
Male,Rural,Mechanical,No,No,Medium,Medium,High,No Issues,Mixed,No,20,23014.0,14.64,83.1,82.7,95.4,100.0,1,10,8,2,No
Male,Urban,Civil,No,No,Low,High,Low,No Issues,Both College,No,15,50000.0,3.2,71.8,76.6,36.4,44.3,0,6,5,1,No
Male,Rural,Welding,Full,No,Low,High,Medium,No Issues,No,No,24,3950.0,11.78,72.0,79.0,67.2,80.7,0,5,6,3,No
Male,Urban,ECE,Partial,No,Medium,Medium,Low,No Issues,Both College,No,20,50000.0,5.8,61.7,74.2,62.1,91.4,0,5,3,3,No
Male,Semi-urban,Computer IT,Full,No,High,Low,High,No Issues,Both School,No,20,16622.0,8.8,67.9,73.2,78.6,89.0,1,10,7,1,No
Male,Semi-urban,ECE,Full,No,Low,High,High,No Issues,Both School,No,20,3108.0,2.5,91.2,71.5,87.4,90.3,0,7,6,3,No
Male,Urban,Computer IT,Partial,Yes,Medium,Low,High,Frequent Issues,Mixed,No,17,5756.0,4.8,87.7,62.9,62.9,65.0,0,6,3,1,Yes
Male,Semi-urban,ECE,Partial,No,Medium,Medium,High,No Issues,Both College,Yes,15,8393.0,14.7,87.8,41.4,73.6,74.3,3,6,4,2,Yes
Female,Rural,Mechanical,Partial,No,High,Medium,High,Occasional Issues,No,No,18,10459.0,0.78,72.3,97.2,54.3,66.0,1,6,9,2,No
Male,Semi-urban,Civil,Partial,No,Medium,Low,Medium,Occasional Issues,Both College,No,21,8084.0,21.4,84.0,76.4,81.0,100.0,0,8,7,2,No
Male,Semi-urban,Computer IT,No,No,Low,Low,High,Occasional Issues,Both College,No,22,15142.0,10.0,74.4,70.1,49.1,59.6,9,7,4,1,Yes
Male,Semi-urban,Plumbing,Full,Yes,Low,High,Low,No Issues,Both College,No,17,4486.0,2.0,69.6,56.3,82.5,94.2,0,6,5,2,No
Male,Urban,Computer IT,Full,No,Medium,High,High,Frequent Issues,Both College,Yes,22,8462.0,19.1,72.6,10.0,39.9,67.6,1,10,7,1,No
Male,Rural,Computer IT,No,No,Medium,High,Low,Occasional Issues,Both College,No,21,49198.0,4.28,86.5,43.0,71.1,81.1,1,5,7,3,No
Male,Urban,ECE,Full,No,High,High,High,No Issues,Both College,No,21,8503.0,3.1,81.4,35.2,70.1,71.3,7,6,10,1,Yes
Male,Urban,Civil,Partial,No,Medium,Low,Medium,No Issues,Mixed,Yes,22,25406.0,5.2,89.4,71.8,90.7,67.2,0,8,2,2,No
Male,Rural,ECE,Partial,No,Medium,Medium,Low,No Issues,No,No,18,4508.0,22.52,68.0,10.3,44.7,40.0,0,5,8,3,No
Female,Semi-urban,ECE,No,Yes,Medium,High,Low,No Issues,Both School,No,18,9877.0,17.5,67.9,16.2,49.1,58.0,1,4,10,5,No
Female,Rural,Welding,Partial,No,High,Medium,High,Occasional Issues,Both School,No,23,4488.0,4.9,74.0,10.0,56.0,85.3,0,6,8,1,No
Male,Semi-urban,ECE,Partial,No,Low,Medium,Low,Occasional Issues,Mixed,No,20,25316.0,0.5,84.6,61.8,40.6,54.5,0,7,4,3,No
Female,Urban,Mechanical,No,No,Medium,Medium,Low,No Issues,Both School,No,24,5143.0,11.2,81.8,49.7,52.1,59.5,0,10,6,4,No
Female,Rural,ECE,Partial,Yes,Medium,Medium,Medium,Occasional Issues,No,No,20,33011.0,50.0,89.0,12.8,49.7,51.3,0,6,8,1,No
Male,Urban,Civil,Full,No,Medium,Low,High,No Issues,No,No,22,18285.0,2.6,97.4,62.2,63.0,74.3,7,9,6,3,Yes
Male,Urban,Computer IT,Partial,No,High,Medium,Low,Frequent Issues,Mixed,No,16,44651.0,4.5,63.0,43.3,51.6,72.7,1,6,10,2,No
Male,Semi-urban,ECE,Partial,No,High,Low,High,Frequent Issues,Both College,No,21,11116.0,22.3,82.5,54.4,36.8,61.1,1,4,6,1,Yes
Female,Semi-urban,Electrical,No,No,High,Medium,Medium,Frequent Issues,Both College,No,18,5376.0,15.3,83.5,92.5,85.2,83.7,0,6,6,3,No
Male,Semi-urban,Civil,No,Yes,Low,Medium,Low,Occasional Issues,Mixed,No,20,10673.0,4.6,81.5,81.6,39.3,45.8,1,5,3,1,Yes
Male,Rural,Mechanical,Full,Yes,Medium,High,Low,Frequent Issues,Both College,No,20,6449.0,13.88,67.9,57.1,66.1,78.3,7,6,10,3,Yes
Female,Rural,ECE,Partial,No,High,Medium,Low,Occasional Issues,No,No,20,14559.0,5.94,82.2,70.2,58.3,50.6,7,4,8,2,Yes
Female,Urban,ECE,No,No,Medium,Medium,Medium,No Issues,Both School,No,15,12970.0,2.1,89.7,91.6,57.0,44.1,0,10,7,4,No
Male,Semi-urban,Welding,Partial,No,Low,Medium,High,Frequent Issues,No,No,20,17238.0,6.5,94.7,78.4,62.1,80.2,0,6,5,1,No
Male,Semi-urban,Electrical,Partial,No,High,Medium,Medium,Frequent Issues,Both College,No,17,16490.0,9.3,89.1,73.3,66.7,93.2,0,7,8,3,No
Female,Urban,Welding,Partial,No,Medium,High,Low,Frequent Issues,Both School,No,19,20542.0,0.5,82.5,95.0,35.0,40.0,0,4,7,2,No
Female,Urban,ECE,Partial,No,Medium,Low,Medium,No Issues,Both College,No,21,16210.0,7.8,85.5,95.7,78.0,93.3,0,10,3,2,No
Male,Urban,Mechanical,No,Yes,Medium,Medium,Medium,No Issues,Mixed,Yes,20,11383.0,4.5,78.8,52.9,100.0,91.8,1,9,5,2,No
Male,Semi-urban,Electrical,Full,No,Low,Medium,High,Occasional Issues,Both School,No,18,6699.0,4.8,71.0,19.9,62.6,60.2,1,9,4,3,No
Male,Urban,Mechanical,Full,No,Low,Low,High,Occasional Issues,Both School,No,17,4860.0,2.7,91.4,66.9,39.1,40.0,0,7,3,6,Yes
Female,Rural,Electrical,Partial,No,Medium,Medium,High,Occasional Issues,Mixed,Yes,20,11567.0,0.83,81.7,21.6,82.9,100.0,4,8,2,4,Yes
Female,Semi-urban,Electrical,No,Yes,Low,Low,High,Occasional Issues,Mixed,No,15,5836.0,5.9,64.9,18.2,40.0,43.1,7,9,3,3,Yes
Female,Urban,Civil,Partial,Yes,High,High,Low,No Issues,Mixed,No,21,11924.0,4.0,84.6,38.4,44.0,55.6,1,8,9,3,No
Female,Rural,Civil,Partial,No,Medium,Low,High,Occasional Issues,Both College,No,19,4280.0,32.33,81.2,73.5,41.3,61.2,4,6,4,1,Yes
Female,Urban,Computer IT,No,Yes,Medium,Medium,High,No Issues,Both School,No,18,2399.0,2.8,64.1,75.1,45.0,54.1,0,8,9,5,No
Male,Urban,Computer IT,Partial,No,Medium,Low,High,Occasional Issues,Mixed,No,24,5918.0,10.6,68.8,76.9,55.7,54.3,0,8,2,1,No
Male,Semi-urban,Computer IT,Partial,No,Medium,Low,High,No Issues,Mixed,No,16,2000.0,8.3,80.1,48.8,63.9,91.4,1,8,5,3,No
Male,Urban,Civil,Full,Yes,Low,Medium,Medium,Occasional Issues,Both School,No,19,19164.0,50.0,76.1,57.8,42.0,67.2,1,9,4,3,Yes
Male,Urban,Plumbing,Partial,Yes,Medium,Low,High,Frequent Issues,Mixed,No,16,3212.0,1.7,97.5,42.8,53.8,63.8,6,6,6,1,Yes
Male,Rural,Plumbing,No,No,High,Medium,High,No Issues,No,No,23,20217.0,4.36,88.1,70.6,68.2,67.4,7,5,10,1,Yes
Male,Urban,Civil,No,Yes,Low,Low,Medium,No Issues,Both School,No,25,7347.0,8.6,60.6,24.1,61.7,74.6,1,4,2,2,Yes
Male,Rural,Computer IT,Partial,No,Medium,High,Low,No Issues,Both School,No,21,4692.0,2.75,70.6,42.3,81.9,100.0,0,8,10,1,No
Male,Rural,Civil,Partial,No,Medium,High,Low,Frequent Issues,Mixed,No,21,30727.0,1.76,85.3,69.6,75.1,89.2,6,6,6,2,Yes
Female,Urban,Plumbing,No,No,Medium,High,Medium,No Issues,No,No,21,3549.0,0.6,68.0,18.3,61.7,70.2,1,5,7,2,No
Male,Semi-urban,Computer IT,No,Yes,High,Low,Medium,Occasional Issues,No,No,18,5841.0,24.2,82.0,71.1,91.2,100.0,0,6,8,2,No
Female,Semi-urban,Computer IT,No,Yes,Medium,Medium,Low,No Issues,Both College,No,25,11780.0,1.0,78.8,66.7,100.0,100.0,0,8,7,2,No
Female,Rural,Computer IT,Partial,No,Medium,Medium,Medium,Occasional Issues,Both School,No,20,6128.0,3.33,93.9,13.5,69.2,92.3,2,10,6,1,No
Male,Rural,Electrical,Full,No,High,High,Medium,Occasional Issues,No,No,24,9738.0,24.97,67.0,78.5,35.0,40.7,6,7,10,2,Yes
Female,Semi-urban,Mechanical,Partial,No,Medium,Low,High,No Issues,Mixed,No,28,3697.0,2.4,73.7,83.3,66.4,72.1,0,7,5,2,No
Male,Semi-urban,Mechanical,No,Yes,Medium,Medium,Medium,Frequent Issues,Both College,No,23,14198.0,0.8,88.9,13.3,71.7,100.0,3,10,7,4,Yes
Male,Urban,ECE,Partial,No,Low,Low,High,Occasional Issues,No,No,18,9790.0,1.6,71.7,92.1,79.5,64.6,0,8,2,2,No
Male,Semi-urban,Computer IT,No,Yes,Medium,Medium,Medium,No Issues,No,No,18,3390.0,5.6,85.6,94.4,40.2,46.6,3,7,6,1,Yes
Male,Urban,Civil,No,Yes,Medium,Medium,High,Occasional Issues,Mixed,No,21,48292.0,2.7,85.6,62.2,72.5,70.8,0,7,6,3,No
Male,Semi-urban,Mechanical,Partial,No,Medium,Medium,Low,No Issues,Both College,No,24,12511.0,0.6,79.1,43.7,92.3,100.0,3,8,7,2,No
Male,Urban,ECE,Partial,Yes,High,Low,High,No Issues,Both School,No,17,21429.0,0.7,91.0,71.4,35.0,43.5,0,4,2,1,No
Female,Urban,Mechanical,No,Yes,High,Low,Medium,Occasional Issues,Both School,No,18,12288.0,3.7,86.7,91.3,100.0,100.0,0,8,5,3,No
Male,Semi-urban,Civil,No,No,Medium,Low,High,Frequent Issues,Both School,Yes,24,7968.0,16.4,78.1,26.3,35.0,40.0,7,7,2,1,Yes
Female,Urban,Welding,No,Yes,High,High,Low,No Issues,No,No,23,9354.0,0.5,83.0,80.0,37.0,40.0,0,4,7,2,No
Male,Semi-urban,Civil,No,No,Medium,Low,High,No Issues,No,No,21,7301.0,3.2,82.2,70.0,78.8,72.1,0,10,5,2,No
Female,Urban,Mechanical,Partial,Yes,Low,High,Medium,No Issues,Both School,No,18,14016.0,1.1,62.0,53.9,42.1,40.0,1,6,5,1,No
Male,Urban,Civil,Full,No,High,Low,Medium,Occasional Issues,Both School,Yes,20,4582.0,1.7,91.7,56.6,69.6,100.0,1,9,3,5,No
Male,Semi-urban,Welding,No,Yes,Low,Medium,Low,Occasional Issues,Both School,No,20,9042.0,10.2,71.2,27.2,48.8,65.6,1,4,3,1,Yes
Male,Semi-urban,ECE,Partial,No,High,High,Medium,Occasional Issues,Mixed,No,19,2064.0,3.5,83.3,90.9,79.0,85.2,0,5,6,1,No
Female,Urban,Computer IT,Partial,Yes,Medium,Medium,High,Frequent Issues,Both College,No,19,17606.0,4.3,55.6,75.6,53.3,89.7,0,8,5,3,No
Male,Semi-urban,Mechanical,No,Yes,High,Low,Medium,Occasional Issues,No,No,18,6934.0,7.5,76.8,81.9,50.9,65.8,0,9,3,1,No
Male,Semi-urban,Electrical,Partial,Yes,Medium,High,Medium,Frequent Issues,Both School,No,19,2000.0,12.1,74.4,67.8,58.8,70.1,0,8,6,4,No
Male,Semi-urban,Welding,Partial,Yes,Medium,Low,High,No Issues,No,No,21,5699.0,0.9,80.0,83.8,35.0,40.0,1,3,4,2,Yes
Female,Semi-urban,Mechanical,Partial,No,Low,Medium,Medium,Occasional Issues,Mixed,No,25,3563.0,0.6,80.6,10.3,62.0,92.9,0,8,4,1,No
Female,Semi-urban,Electrical,Partial,No,High,Low,High,Frequent Issues,Both School,No,21,27600.0,13.5,80.4,89.4,81.6,87.2,6,7,5,2,Yes
Male,Semi-urban,Civil,No,No,Low,High,Medium,No Issues,Both School,No,21,4888.0,6.1,93.8,91.4,68.9,67.0,0,6,6,1,No
Female,Semi-urban,Computer IT,Partial,No,Medium,Medium,Low,No Issues,Mixed,No,22,11408.0,0.8,74.7,60.9,87.4,80.4,0,8,7,3,No
Male,Rural,Civil,No,No,Medium,Medium,High,Occasional Issues,Mixed,No,23,4588.0,32.18,95.6,73.0,59.2,86.4,8,7,6,1,Yes
Male,Urban,Welding,Full,Yes,High,Low,High,No Issues,Mixed,No,21,8342.0,3.0,77.5,67.4,43.2,55.0,2,6,6,2,No
Male,Urban,Welding,Full,No,Low,Medium,Medium,No Issues,No,No,20,14515.0,14.4,71.0,65.8,92.3,70.4,1,8,6,1,No
Female,Semi-urban,Mechanical,No,No,Medium,Medium,High,No Issues,Both College,No,21,11378.0,3.3,77.8,43.5,72.3,85.2,1,7,7,1,No
Female,Rural,Plumbing,No,Yes,Medium,Medium,High,No Issues,No,No,20,9844.0,10.57,70.2,23.4,45.2,40.0,1,5,8,3,Yes
Male,Urban,Plumbing,No,Yes,Medium,Medium,High,No Issues,Mixed,No,27,13124.0,6.1,57.0,38.3,71.5,100.0,1,6,4,2,Yes
Male,Semi-urban,ECE,No,No,High,Medium,High,No Issues,Both College,Yes,27,39816.0,6.5,70.9,71.9,78.7,75.8,6,6,5,1,Yes
Male,Semi-urban,Computer IT,Partial,No,Medium,High,High,Occasional Issues,Both School,No,22,2752.0,16.1,86.8,71.2,56.5,77.6,4,7,7,4,Yes
Female,Semi-urban,Computer IT,Full,No,Low,Low,Medium,Frequent Issues,Both School,No,25,27443.0,11.0,61.8,53.3,41.6,48.3,0,7,3,3,Yes
Male,Rural,ECE,No,Yes,Low,Medium,High,Occasional Issues,Mixed,No,21,2373.0,9.71,83.2,51.3,48.2,70.4,2,7,6,1,Yes
Male,Rural,Welding,Partial,Yes,Low,Low,Medium,No Issues,Both College,No,19,17452.0,20.58,85.4,67.5,48.9,65.3,1,8,3,1,Yes
Male,Rural,ECE,No,No,Medium,High,Medium,Frequent Issues,Both College,No,24,7136.0,6.29,90.5,69.2,63.6,63.1,7,6,7,6,Yes
Female,Urban,Computer IT,Partial,Yes,Low,Medium,Medium,Occasional Issues,Mixed,No,26,8915.0,8.2,88.1,37.7,35.0,49.2,1,7,2,3,Yes
Male,Urban,Electrical,No,Yes,Low,Low,Medium,No Issues,Both School,No,18,15671.0,1.0,79.9,16.2,38.9,43.9,3,8,4,5,Yes
Male,Rural,Electrical,Partial,Yes,Medium,Medium,Medium,No Issues,Both School,No,23,3688.0,1.5,78.0,70.3,96.7,100.0,0,9,6,3,No
Female,Urban,Plumbing,No,Yes,Medium,High,Medium,No Issues,Both College,No,16,11005.0,1.0,72.1,85.3,50.0,67.3,0,5,8,2,No
Male,Urban,ECE,Partial,Yes,Low,Medium,High,No Issues,Both College,No,16,17211.0,2.2,96.9,58.6,35.0,52.0,0,4,4,2,No
Male,Urban,ECE,Partial,No,Medium,High,Low,Occasional Issues,Both College,No,16,11489.0,16.8,85.6,45.7,39.3,47.4,1,6,8,6,No
Male,Rural,Electrical,Partial,Yes,Medium,Low,Medium,Frequent Issues,Both School,No,20,8132.0,11.54,79.4,10.0,51.0,66.7,2,3,3,2,Yes
Male,Urban,Electrical,No,Yes,High,Low,Medium,Occasional Issues,No,No,21,2801.0,6.6,68.8,66.8,72.2,87.2,0,9,7,1,No
Female,Urban,Civil,No,No,Medium,High,Low,Occasional Issues,No,No,21,8152.0,1.3,72.9,84.2,59.4,60.0,2,6,8,2,No
Male,Urban,Civil,Partial,Yes,Low,Medium,High,Occasional Issues,Both College,No,17,14122.0,11.4,75.4,71.0,57.6,66.6,0,8,5,7,No
Male,Rural,Computer IT,Partial,Yes,Medium,Medium,High,No Issues,Both College,Yes,19,10339.0,24.77,85.4,41.2,41.4,46.0,1,10,2,2,Yes
Female,Semi-urban,Computer IT,No,Yes,Low,Medium,Low,Occasional Issues,Both School,No,23,47753.0,17.7,91.4,84.6,53.4,73.6,3,6,5,3,Yes
Female,Semi-urban,Computer IT,Full,No,Low,High,Low,Occasional Issues,Mixed,No,18,14559.0,3.1,52.5,73.5,67.1,86.7,0,8,7,2,No
Male,Urban,Civil,Partial,No,Medium,Low,High,No Issues,Both College,Yes,21,12949.0,1.4,80.4,62.3,42.4,41.2,0,3,1,3,Yes
Female,Urban,ECE,Full,Yes,Medium,Medium,High,Occasional Issues,Both School,Yes,24,20719.0,23.7,93.1,68.9,51.4,54.8,7,6,4,4,Yes
Female,Urban,ECE,Partial,No,High,Medium,Low,Occasional Issues,Both School,No,19,27795.0,3.4,62.7,79.3,80.7,86.0,0,8,10,2,No
Male,Urban,ECE,Partial,No,Medium,High,Low,Occasional Issues,Mixed,No,18,7558.0,9.9,96.7,49.6,95.3,100.0,3,9,7,1,No
Male,Semi-urban,Plumbing,No,Yes,High,Medium,Low,No Issues,Both School,No,16,6370.0,25.3,57.4,34.5,35.0,42.3,1,7,9,3,Yes
Male,Rural,Mechanical,No,Yes,High,Medium,High,Frequent Issues,Both School,Yes,19,14669.0,15.43,91.6,71.0,76.1,91.3,0,7,7,3,No
Male,Urban,Mechanical,Partial,No,Low,Medium,Low,No Issues,Both College,No,18,50000.0,0.9,67.7,20.4,67.2,86.0,0,8,5,1,No
Male,Semi-urban,Civil,Full,No,Low,High,Medium,No Issues,Mixed,No,20,6116.0,0.5,76.9,48.3,56.8,79.1,1,8,5,5,No
Female,Rural,Mechanical,Partial,No,Medium,Medium,Medium,Occasional Issues,No,No,25,3823.0,0.84,81.6,74.7,80.9,90.3,0,10,5,4,No
Female,Urban,Computer IT,Partial,Yes,Low,Medium,High,Frequent Issues,Both College,No,22,50000.0,3.5,85.3,34.7,64.3,73.1,2,6,3,4,Yes
Male,Semi-urban,ECE,Full,Yes,Medium,Medium,Medium,Occasional Issues,Mixed,No,20,3020.0,1.9,95.6,59.0,45.1,47.4,6,5,7,1,Yes
Female,Rural,Plumbing,Partial,No,Medium,Low,High,Frequent Issues,Both School,No,15,9431.0,5.7,58.7,10.0,77.9,100.0,5,5,4,1,Yes
Female,Rural,Civil,Full,No,Medium,Medium,Low,Occasional Issues,Both College,No,22,25424.0,16.27,90.6,91.5,50.3,51.9,0,5,8,1,No
Male,Urban,ECE,No,No,High,High,High,Occasional Issues,Both School,Yes,20,8127.0,1.4,53.1,36.4,68.5,65.8,4,6,3,5,Yes
Male,Semi-urban,Welding,Partial,No,Medium,Low,Low,Frequent Issues,Both College,No,22,9033.0,5.4,77.2,76.4,60.7,78.6,9,8,5,1,Yes
Male,Semi-urban,Civil,Partial,Yes,Medium,Medium,High,Occasional Issues,Both School,No,22,31471.0,2.0,78.1,35.4,63.4,65.0,0,5,6,3,No
Male,Semi-urban,Mechanical,Partial,No,Medium,Medium,Medium,No Issues,Both School,No,22,18762.0,4.8,75.3,12.6,38.5,43.8,1,10,8,4,No
Female,Semi-urban,Mechanical,Partial,No,Medium,Medium,Low,No Issues,Mixed,No,15,9984.0,0.5,73.2,59.8,55.2,70.0,1,7,7,3,No
Female,Rural,Civil,No,Yes,Medium,Medium,Medium,Occasional Issues,Both School,No,18,4734.0,7.99,78.0,71.3,58.0,64.9,0,7,4,2,No
Female,Semi-urban,Welding,Partial,No,Low,Medium,Medium,Occasional Issues,Both School,No,18,28994.0,1.5,91.0,30.3,75.0,100.0,9,7,4,2,Yes
Male,Rural,Electrical,Full,No,Medium,Medium,Low,No Issues,Mixed,No,17,5793.0,14.67,85.5,95.2,98.9,83.3,0,7,4,4,No
Female,Urban,Civil,Partial,Yes,High,Medium,High,Occasional Issues,No,Yes,21,9476.0,2.9,81.0,17.2,35.0,40.0,1,6,4,4,Yes
Male,Rural,Mechanical,Full,No,Low,Medium,Medium,Occasional Issues,Mixed,No,18,33119.0,1.77,72.9,59.7,59.9,89.3,1,6,3,2,No
Male,Urban,Mechanical,Partial,No,High,High,High,Frequent Issues,No,Yes,20,15611.0,10.6,79.6,76.3,48.7,64.0,3,8,6,2,Yes
Female,Rural,Computer IT,Full,Yes,Medium,Low,High,Occasional Issues,Both School,No,23,2909.0,20.45,84.7,40.5,52.9,79.3,4,10,4,3,Yes
Male,Rural,ECE,Partial,Yes,Low,Medium,Low,Occasional Issues,Both School,No,24,5934.0,2.2,82.8,57.9,42.0,43.7,1,6,3,3,Yes
Female,Rural,Mechanical,Partial,Yes,High,Medium,Low,Occasional Issues,Both College,No,21,8200.0,4.74,54.6,47.9,50.4,62.5,2,8,6,2,Yes
Male,Rural,Electrical,Partial,No,Medium,High,Medium,Occasional Issues,No,No,20,6174.0,2.43,59.7,81.5,61.5,88.4,1,8,10,1,No
Male,Semi-urban,Electrical,Partial,No,Medium,Medium,Medium,Occasional Issues,Both School,No,18,3416.0,4.5,68.4,55.9,62.6,72.6,0,10,9,2,No
Male,Rural,Mechanical,Partial,Yes,High,Medium,Low,No Issues,No,No,24,3725.0,7.75,75.2,50.0,69.0,74.6,9,6,10,2,Yes
Male,Rural,Mechanical,No,Yes,Low,Medium,High,No Issues,Both College,Yes,19,7066.0,0.86,86.9,50.7,56.2,57.5,2,6,3,2,Yes
Male,Rural,Mechanical,No,No,High,Medium,Medium,Frequent Issues,Both College,No,16,2290.0,6.62,68.9,90.2,43.3,46.8,0,6,9,2,No
Female,Rural,Civil,Partial,No,Medium,High,Low,Occasional Issues,No,No,18,6112.0,3.05,87.8,74.1,49.5,43.6,0,5,10,1,No
Male,Rural,Welding,No,Yes,Medium,Low,High,No Issues,Both College,No,21,16135.0,12.86,76.0,74.2,43.2,49.3,0,4,5,1,Yes
Male,Urban,Civil,Partial,Yes,Low,High,High,No Issues,No,Yes,22,4384.0,2.1,88.9,66.0,52.6,58.2,7,5,4,1,Yes
Male,Rural,Welding,Partial,No,High,Low,Medium,Occasional Issues,Both School,No,17,2324.0,19.16,88.4,56.7,65.5,91.3,0,5,4,3,No
Male,Semi-urban,Computer IT,Partial,Yes,Medium,High,Medium,Frequent Issues,Mixed,No,23,14171.0,0.5,74.8,27.1,52.7,55.6,2,5,7,1,No
Female,Rural,Computer IT,Partial,No,Low,Low,High,No Issues,No,No,15,11632.0,6.44,84.8,58.6,84.1,100.0,3,10,2,3,Yes
Male,Rural,Computer IT,No,No,Low,Low,Medium,Occasional Issues,Both College,No,18,19330.0,45.03,75.9,76.7,63.4,67.7,2,7,3,1,Yes
Male,Rural,Welding,No,Yes,High,Medium,High,No Issues,Both School,No,24,8598.0,18.22,92.8,71.8,79.4,72.1,0,5,6,1,No
Female,Rural,Welding,Partial,Yes,Medium,Medium,Low,Occasional Issues,Both School,No,18,5576.0,14.17,63.0,78.7,84.7,83.9,1,8,6,3,No
Male,Rural,Mechanical,Partial,No,Medium,Medium,Medium,Frequent Issues,Mixed,No,26,2000.0,2.68,84.8,72.9,65.6,89.9,0,7,3,2,No
Female,Semi-urban,Welding,Partial,Yes,Low,Low,Medium,Occasional Issues,Mixed,No,17,20781.0,1.1,83.3,44.0,77.0,100.0,2,6,2,1,Yes
Male,Semi-urban,Electrical,Partial,Yes,Medium,Low,High,No Issues,No,Yes,20,3088.0,33.1,84.7,41.6,56.3,67.8,0,3,5,2,Yes
Male,Urban,ECE,No,No,Medium,Low,High,Occasional Issues,Mixed,No,22,9683.0,12.8,77.7,43.9,42.3,43.8,0,7,3,1,Yes
Male,Urban,ECE,Partial,No,Low,Medium,Medium,Frequent Issues,Both School,No,18,18709.0,21.9,87.0,96.7,68.1,65.6,0,7,5,2,No
Female,Semi-urban,ECE,Partial,No,Medium,Medium,Low,No Issues,Both School,No,19,5260.0,1.2,90.8,86.4,85.6,78.7,0,7,7,2,No
Male,Urban,Mechanical,Full,No,Medium,Medium,High,No Issues,Mixed,No,21,20808.0,0.9,86.5,10.0,72.7,86.8,1,6,8,2,No
Male,Urban,Electrical,Partial,No,Low,Medium,Low,No Issues,Mixed,No,21,32868.0,0.8,81.3,33.4,52.6,60.7,7,6,5,3,Yes
Male,Rural,ECE,No,Yes,High,High,High,No Issues,Mixed,Yes,21,5232.0,2.86,71.2,54.5,72.6,85.2,1,6,4,1,No
Male,Semi-urban,Mechanical,Partial,No,Medium,High,Low,Frequent Issues,Both College,No,21,11452.0,11.3,76.7,72.0,81.6,100.0,2,9,7,2,No
Male,Urban,ECE,Full,Yes,Medium,Medium,Medium,No Issues,Mixed,Yes,19,17372.0,0.5,73.8,41.9,63.6,100.0,0,5,5,2,No
Male,Rural,Welding,Full,No,Medium,Low,High,No Issues,Both School,No,23,11089.0,49.42,81.9,15.0,53.3,63.2,0,5,4,4,Yes
Male,Rural,Mechanical,No,Yes,Medium,Medium,Medium,Occasional Issues,Both School,Yes,17,7148.0,20.42,76.7,27.4,67.9,100.0,2,8,4,5,Yes
Male,Semi-urban,Mechanical,No,Yes,Medium,High,Low,No Issues,Both College,No,25,14870.0,8.5,88.0,68.6,48.5,46.4,2,6,6,2,No
Male,Urban,Electrical,Partial,No,Medium,High,Medium,No Issues,Both College,No,18,2587.0,1.4,76.2,27.8,63.8,60.2,1,8,8,2,No
